NDVI,climate_zone,season,soil_temperature_yearly,moisture_yearly,air_temperature_yearly,prev_month_air_temperature,prev_month_soil_temperature,prev_month_moisture
0.69389576,Csb,Spring,291.3810732986111,0.26848036621527765,290.7564263,291.5998933,292.3682675,0.22773959
0.4449268,Csb,Summer,286.93037694444433,0.2513719541770834,286.1966079861111,291.8832704,292.7394713,0.25649546
0.1925882,Csb,Summer,290.7737741,0.27752620579861115,290.3742972569445,298.9493513,300.1021433,0.149572135
0.15871657,Csb,Spring,286.6417201736111,0.26414705572916675,285.9515918750001,287.2508742,288.2596333,0.2503057
0.77227575,Csb,Spring,286.6914964930557,0.25961784917708314,285.97053607638884,287.3539646,288.3714092,0.251040907
0.41273287,Csb,Summer,287.0947530902778,0.24169957136458325,286.3427944791665,292.0117488,292.9622588,0.243021223
0.7191247,Csb,Summer,286.99276746527784,0.24571297059374997,286.2607870486112,291.8912567,292.7882413,0.250507942
0.27869487,Csb,Summer,286.86794173611116,0.26118209660069447,286.0962889930555,294.4659525,295.6771675,0.200952435
0.113817215,Csb,Spring,286.2595620138889,0.2703227820486111,285.4689297222222,287.3139133,288.4368271,0.235703051
0.45477566,Csb,Spring,290.5311744097223,0.24285773644097225,289.31282354166666,289.9380196,291.1626192,0.243404474
0.70147973,Csb,Summer,287.0333828,0.2514200006041668,286.23835381944457,291.8875938,292.8249833,0.269618298
0.29589367,Csb,Summer,286.06442565972225,0.2684145053819445,285.2499288888889,290.9325358,291.8451146,0.282318255
0.84174454,Csb,Spring,290.7548665972222,0.23901445041666675,289.4783876736111,290.1293542,291.4067271,0.233745858
0.20483413,Csb,Summer,286.6801741319444,0.2596581413194444,286.02632625000007,296.7566338,298.3690396,0.138818895
0.14430396,Csb,Summer,287.4198014930555,0.22413436725694438,286.55636166666665,297.1298633,299.4581196,0.078662075
0.5484445,Csa,Spring,286.7030580555556,0.2607689521180555,285.9113646527778,287.8860363,289.0829571,0.22447999
0.64699537,Csb,Spring,289.69469545138884,0.29154580614583325,289.4252228124999,290.1738783,290.6001158,0.278056537
0.60674775,Csb,Spring,291.10212732638894,0.2837773068402777,290.5144065277777,291.3668646,292.05537,0.246452715
0.81329983,Csb,Summer,286.9334510069443,0.24693877400347225,286.13502652777777,295.2833363,297.1576633,0.146993821
0.7227157,Csb,Spring,287.1221475694445,0.2387775414513889,286.28087229166675,287.7964071,289.0250358,0.213915778
0.6923961,Csb,Spring,287.0237466,0.24287748086111105,286.2118900694445,287.8691317,288.8870113,0.212549324
0.32163987,Csb,Summer,288.74165965277786,0.26781514205902773,288.8423886805555,298.5779404,299.1765542,0.119879109
0.62585807,Csa,Spring,286.39062822916674,0.2611302661458335,285.57081836805565,287.3686,288.5039454,0.226721697
0.32082015,Csb,Summer,291.68502309027775,0.25205168545138884,290.4416170486111,297.0103763,299.328665,0.142383387
0.31849355,Csb,Summer,288.68387361111115,0.2662996710624999,288.84498451388873,295.2758588,294.9914771,0.204764506
0.17272696,Csb,Summer,287.28845774305574,0.23053519730902783,286.33136371527775,294.8191738,296.5775342,0.161024391
0.18218587,Csb,Summer,286.5972544791667,0.25857754677083344,285.77190986111117,293.9129554,295.1564842,0.222650508
0.6845295,Csb,Summer,286.3066233680557,0.26077898888888884,285.4745758680556,291.1821188,292.1370142,0.274835289
0.8649694,Csb,Summer,286.8027252777778,0.2509458399652776,286.1621775694445,296.9299004,298.5806463,0.128840977
0.5849061,Csb,Summer,287.04532333333333,0.2401465006701389,286.25299333333334,295.4872542,297.3943483,0.137423133
0.68839675,Csa,Spring,288.63815347222226,0.26548846173263874,288.84670760416657,289.9935488,289.7876671,0.236279151
0.3947753,Csb,Summer,286.0985257291667,0.2660456603819446,285.42565437500014,294.5839238,296.1630858,0.167820345
0.17811686,Csb,Summer,286.9996484722221,0.23950539918055566,286.24540079861094,295.5242921,297.364035,0.134552839
0.14729768,Csb,Summer,287.2629365972222,0.22490626176041664,286.29737454861106,294.8907058,296.76426,0.139430016
0.16442196,Csb,Summer,286.1749063194444,0.26380185975694426,285.50890506944444,294.7104796,296.2951354,0.165293913
0.17282237,Csb,Summer,287.43998420138894,0.21973442827430553,286.55938423611116,295.6371771,297.7304692,0.116494325
0.16279733,Csb,Summer,287.3433436805555,0.22022457496180564,286.29872666666677,294.8435375,296.8342408,0.135801516
0.2967955,Csb,Spring,291.64625395833326,0.25965181840277773,290.6711805555557,291.6394258,292.7552288,0.212692807
0.1966399,Csb,Summer,288.59195062500015,0.2644483074930556,288.8465542708332,298.6899721,299.0501004,0.118647675
0.24090743,Csb,Summer,288.4182722916666,0.2624117935173611,288.73267604166665,298.5575138,298.8328571,0.116554027
0.15192577,Csb,Summer,287.5705541319445,0.2164183602916667,286.6749257291668,295.924805,298.1482542,0.110873555
0.20447142,Csb,Summer,287.2402806944445,0.22635272569791676,286.2195494,291.9009829,293.1782929,0.242544766
0.24662448,Csb,Summer,286.3010188,0.26073615336805556,285.70329125000006,291.6535942,292.4552113,0.254515285
0.63003117,Csb,Summer,287.00382052083324,0.2354225929756945,286.334673,295.7682808,297.5323383,0.125498887
0.22271383,Csb,Summer,287.06553857638875,0.23208195711458332,286.35556326388894,295.7650846,297.5699246,0.122120137
0.13892072,Csb,Summer,287.51502184027777,0.22094974288888894,286.62989604166665,295.9633263,298.1715988,0.115947286
0.22889294,Csb,Summer,287.3156921180555,0.21668558630208323,286.2453422916666,294.8904213,296.983765,0.120881762
0.25303373,Csb,Summer,287.34999604166677,0.21522879895138883,286.25269229166673,291.9067179,293.2755021,0.226503027
0.16043612,Csb,Summer,291.5040233333334,0.2641733738194444,290.6148393055555,297.3273213,299.1827092,0.162331554
0.018651843,Csb,Summer,285.9434627430555,0.27007065472222236,285.33338743055543,294.4896346,295.8645125,0.172586208
0.005390503,Cfb,Summer,286.6766383,0.250881261,286.14302239583344,295.5485629,297.0634979,0.143585765
0.1480483,Csb,Summer,287.58746611111115,0.21666218492708336,286.69313576388885,296.0140688,298.2441921,0.111096213
0.007615522,Csb,Summer,287.37669197916665,0.2131777829201388,286.2423958680555,291.8950083,293.3072117,0.224962463
0.2827301,Csb,Summer,286.93248145833326,0.2365714674131946,286.3272042361112,295.7886458,297.4215588,0.128343131
0.22733518,Csb,Summer,287.1951570833334,0.2271532319930556,286.4618839930556,295.8969646,297.7691254,0.11799485
0.4095413,Csb,Summer,286.68248930555575,0.25284547865277773,285.8030144097223,294.1942442,295.5607617,0.202605017
0.17850898,Csb,Summer,288.84969,0.29496400979166665,288.5035470833333,297.5436996,298.2558475,0.160252899
0.14433151,Csb,Summer,290.99527979166675,0.2985696707638889,290.3240985416667,296.872875,298.20631,0.205699899
0.2024884,Csb,Summer,286.9953096874999,0.23422806829513884,286.21291090277776,295.1095063,296.7544367,0.137229198
0.58460426,Csb,Summer,287.3786177083333,0.21126167053819453,286.2107581597221,294.8632496,297.1203717,0.112337165
0.23374492,Csa,Summer,290.1609036458333,0.297662086,289.6148460069445,298.526855,300.0320746,0.165632735
0.17281848,Csb,Summer,291.1116656944446,0.2854926714930554,290.3929002083334,299.4145692,301.4068804,0.163973031
0.20417134,Csb,Summer,290.68413250000003,0.3103359164930556,290.10413670138894,299.0352179,300.6862083,0.18233772
0.014278014,Csb,Summer,286.01913079861106,0.2689132009722223,285.52076805555566,294.7260946,295.913025,0.168127583
0.23408994,Csb,Summer,286.997917,0.22951905317708332,286.39087395833343,292.3236792,293.0747375,0.228977815
0.24217238,Csb,Summer,287.4802406944445,0.22283078539930545,286.62595614583336,295.9929408,298.0867317,0.121196133
0.16043168,Csb,Summer,287.0979819791666,0.23216368525347222,286.31709784722216,292.0618596,293.0669779,0.230138466
0.006091759,Csb,Summer,289.9987638194446,0.30714737798611125,289.52210552083335,295.8127458,296.6681004,0.223524162
0.1727429,Csb,Summer,286.0570631249999,0.26837620284722224,285.61695784722235,294.8457746,295.9348646,0.16592749
0.32123664,Csb,Summer,286.4015961111111,0.2548950507430556,285.5715911458332,293.9566367,295.166005,0.207240032
0.19032389,Csb,Summer,285.99108503472235,0.26835840455902776,285.1423776388889,290.8601575,291.8660588,0.269280497
0.25614914,Csb,Summer,287.09283045138875,0.2251527734895834,286.48916482638884,292.4406421,293.2510688,0.224117453
0.56008106,Csb,Summer,286.7627760069444,0.23648992813194447,286.2918209027778,292.2402563,292.8663313,0.240384386
0.029711304,Csb,Summer,285.81952076388865,0.2764730711111112,285.3828875694445,294.5580454,295.5139138,0.179703093
0.73385674,Csb,Summer,286.3598234722221,0.2589045912083334,285.9756512847222,291.8780508,292.3661096,0.269425976
0.006232736,Csb,Summer,291.48789750000014,0.229827559,290.60185909722213,300.0523588,302.4879863,0.118815224
0.23284142,Csb,Summer,288.3578156,0.2678028293194446,288.3467809722222,294.7420246,294.6927379,0.235153233
0.1509124,Csa,Summer,286.66300708333335,0.2568781945208333,286.01793871527775,296.4815571,298.4148342,0.093533481
0.79676765,Csb,Spring,287.0176558333333,0.23188796799305572,286.0298630208333,287.6717921,289.0481967,0.192064511
0.38181087,Csb,Summer,286.41086253472224,0.24172651312847224,285.5253405,291.2182438,292.3431296,0.246031351
0.34737736,Csb,Summer,288.73919878472225,0.2709272080486111,287.68858552083316,293.4270013,295.0081367,0.167525353
0.392616,Csb,Summer,286.21099972222225,0.25268908333333334,285.37947322916665,291.0740971,292.1031063,0.25652905
0.6550316,Csb,Summer,287.06985684027785,0.23156921953125004,286.3606831944444,297.0623471,298.9852617,0.0823014
0.24360245,Csb,Summer,286.75115298611115,0.25193209929513893,286.1162980208334,296.6556096,298.4856463,0.094245548
0.25516343,Csb,Summer,287.2090211,0.21746091145486116,286.01154295138895,291.6653233,293.1320713,0.220106165
0.16936030999999999,Csb,Summer,287.17433666666676,0.21501223597222213,285.90070652777786,291.5574833,293.1343292,0.218201053
0.81665105,Csb,Spring,288.64885020833333,0.2715089458541666,287.65916736111126,287.8809204,288.9183454,0.298243268
0.24271701,Csb,Summer,288.56422204861116,0.246448534,288.3172839583334,295.0003646,295.4086688,0.199270965
0.18111414,Csb,Summer,286.6526669444443,0.2502950156597223,286.05139159722216,296.5832817,298.3710833,0.092085453
0.3405821,Csb,Summer,287.02241177083323,0.22231698734722216,285.8047005902778,291.4702354,292.9672438,0.226906256
0.32336375,Csb,Summer,286.37168392361133,0.2475613416979166,285.4434896180556,291.1336483,292.2738967,0.2519486
0.20305552,Csb,Summer,291.2480756597222,0.2282741526701388,290.4782038888891,299.9854746,302.2714133,0.101097845
0.17550716,Csb,Summer,286.41564215277765,0.26730157398958343,286.1214229513888,295.5696008,296.3994267,0.169806029
0.17058711,Csb,Summer,286.96309864583344,0.23318958996874992,285.9881419791668,294.96,296.7860117,0.141033124
0.7519183,Csa,Spring,287.30930003472207,0.20740344683680562,285.94670763888894,287.7019958,289.8038521,0.144131405
0.5435786,Csa,Spring,286.69515340277763,0.2347621736875001,285.6105492013887,287.365805,288.9624229,0.181771519
0.24531561,Csb,Spring,288.5526709027778,0.2714363588541665,287.54592503472225,287.6837588,288.7302546,0.307639132
0.4342731,Csb,Summer,286.58326430555553,0.2530244331631944,286.2633811458334,292.33322,292.8265175,0.265546982
0.89816993,Csb,Spring,286.9346940972222,0.20204318938888888,286.4190939236112,287.7866825,288.6063733,0.188135679
0.20886871,Csb,Summer,290.7513957986111,0.24041381319097233,290.12538336805557,299.5602825,301.5746675,0.10276446
0.1788449,Csb,Summer,288.15028732638893,0.27456244083333314,287.8591802,297.6996467,298.7486279,0.137903476
0.18328811,Csb,Summer,286.9220623263889,0.1907261268229166,286.3229099305557,296.0299063,297.53067,0.108063775
0.19829991,Csb,Summer,286.4830823958333,0.245620549,285.42391614583323,293.8873596,295.3061117,0.19531217
0.21125524,Csb,Summer,287.1350995833333,0.21082333303819445,286.00014072916684,291.68581,293.1783367,0.206302608
0.8194148,Csa,Spring,290.1346356944445,0.2629581289131945,289.7461905555556,290.6231075,291.1224371,0.243604889
0.055405565,Csb,Summer,286.9567879166668,0.1944344492708333,286.4465088,296.2464204,297.6566071,0.099243467
0.13331252,Csb,Summer,291.2722179513888,0.22719185654861115,290.62797159722226,302.9878033,304.4175604,0.074263374
0.79037416,Csb,Summer,288.86059611111114,0.24633031813888892,288.3642897222221,294.9633296,295.5203358,0.194607236
0.23136576,Csa,Summer,286.95284284722226,0.2177590108854167,285.95167892361115,294.8733513,296.7693279,0.12646948
0.22978441,Csb,Summer,283.9035728,0.29542390246527794,283.1057028,288.7066867,289.3868321,0.317084445
0.18516259,Csb,Summer,288.1847075347222,0.2656710354166666,287.5158216319445,297.5445975,298.8949896,0.133634624
0.38929757,Csa,Summer,286.91412090277765,0.20523289097569455,286.47845857638885,292.6448363,293.3343808,0.204333909
0.1962399,Csb,Summer,286.65692750000005,0.2441181630208334,285.5475227083333,295.6691196,298.6528417,0.097280473
0.72072804,Csb,Spring,286.3782402083334,0.25331828941666656,285.3137078819444,286.907755,288.285095,0.211146875
0.60003316,Csa,Spring,288.08705944444444,0.2625192373958333,287.74091059027785,288.8657933,289.5149121,0.261217861
0.183985,Csb,Summer,286.6476745138889,0.2581225121909723,285.4586859,296.9706321,299.5282092,0.109339543
0.21043439,Csb,Summer,286.5483874305555,0.2488242114270834,285.4546801736111,294.084655,295.646525,0.195629052
0.8363975,Csa,Spring,289.53971739583324,0.2320025548715277,288.8526638194445,289.8208417,290.8346046,0.214135679
0.8269075,Csa,Spring,289.3327925694445,0.24045143743402775,288.76358347222225,289.7797958,290.6263121,0.225957284
0.5893763,Csb,Summer,290.3930252,0.25867005133680576,290.08525190972233,296.9656675,297.6598908,0.17256095
0.5612337,Csb,Summer,290.8893781597222,0.2446536787291665,290.48722753472225,297.5517858,298.5528363,0.152890493
0.49752206,Csb,Summer,289.1787801,0.24237149503125008,288.6505560416667,295.3923854,296.0171004,0.192845186
0.48919788,Csb,Summer,286.68509302083334,0.24463315540972225,285.6469267708333,291.3472592,292.5986533,0.249488438
0.6777405,Csb,Summer,286.3270853819444,0.2618884742430557,285.27630114583343,290.842905,291.9904158,0.273152405
0.6676863,Csb,Summer,284.7530189930555,0.28733190562500016,283.84215440972224,289.3394463,290.1751713,0.309146167
0.5741456,Csa,Spring,284.48002142361105,0.2902415601736112,283.5859471875001,284.8643579,285.7251267,0.285028996
0.5566726,Csb,Summer,288.8162805555557,0.2778671235069445,288.5409385763889,294.9188533,295.1775313,0.224084483
0.44123682,Csa,Spring,285.56350562499983,0.2792074017361109,284.5913494097223,285.9623113,286.9712642,0.256265481
0.73392683,Csb,Spring,283.94451670138875,0.298199812,283.0680338888889,284.2783504,285.1027008,0.30101479
0.72784233,Csb,Summer,289.5667859027777,0.26462208808333343,289.28428576388893,295.9501858,296.4372854,0.195361128
0.5571432,Csb,Summer,288.53957114583335,0.2449138569131945,288.1988940625001,294.6116854,295.0129496,0.236803174
0.18101567,Csb,Summer,284.45632291666675,0.29153047510416674,283.54050538194434,293.11263,295.2849025,0.145462404
0.6145206,Csb,Summer,287.4272564930555,0.27355856902777775,286.98349381944445,293.2103046,293.5586954,0.22213116
0.5026419,Csb,Summer,288.8127833680556,0.27265333444444434,288.5430843402777,294.963125,295.2603458,0.217012976
0.7729438,Csb,Summer,287.6587218055555,0.2733539972916666,287.3030660763889,293.5530688,293.7739567,0.224905491
0.37425524,Csb,Summer,289.59824197916674,0.23254511502430553,288.89020128472225,295.7679954,296.7253129,0.171098103
0.51349115,Csb,Summer,287.4278003,0.2735223146527778,287.0381742361111,293.2761629,293.5108742,0.225534693
0.23712233,Csb,Summer,286.7459085416666,0.2264533353680555,286.23217888888894,297.31126,298.8177683,0.090079524
0.62285376,Csb,Summer,286.65608770833325,0.24071417220138894,286.0416429861109,291.9679458,292.832175,0.234895429
0.002132997,Csb,Spring,285.66966111111117,0.27808443128472227,284.7362564930556,286.0905075,287.1060804,0.252569736
0.3663573,Csa,Spring,285.8764679166665,0.2532740471631944,284.97971659722225,285.953025,287.1375038,0.26145006
0.64855397,Csb,Summer,290.5569498958333,0.2448764628923611,290.23944576388885,297.2643133,298.0646967,0.159294622
0.13763392,Csb,Summer,286.57187489583333,0.23937491519097218,285.96451972222235,295.2150967,296.6310521,0.148085576
0.19029929,Csb,Summer,289.8411123958333,0.2309416243645833,288.9213552083334,299.638245,302.0037838,0.090826486
0.45978138,Csb,Summer,288.7823792361112,0.23514420885069443,288.2539869444444,295.0400388,295.6986617,0.1941731
0.54042435,Csb,Summer,288.8542210069445,0.22716148894097227,288.39941437500016,295.04119,295.6447242,0.200641508
0.6073048,Csb,Summer,286.3400207986111,0.2498555255625001,285.68301270833325,291.3878583,292.2722879,0.249276235
0.18393116,Csa,Summer,287.8342595,0.2646681249305554,287.48788270833336,297.4717904,298.6569529,0.132188564
0.65846217,BSk,Summer,288.81804020833334,0.22095259509027773,288.30908809027767,294.9451696,295.6593417,0.192704453
0.046245728,Csb,Summer,285.97713934027786,0.23565814318055567,285.44709270833334,296.6276046,297.9975983,0.085293809
0.6941595,Csb,Summer,286.4615556,0.25420957407986117,285.8690528819444,291.6821092,292.5016671,0.248608573
0.16264611,Csb,Summer,286.4999296180556,0.24693053376388882,285.9195221874999,295.2153529,296.5672083,0.158330716
0.8751741,Csb,Spring,286.12818475694434,0.25703796125000006,285.41796982638874,286.9752092,287.9843775,0.223685679
0.33343148,Csb,Summer,286.0020808333334,0.2612924717013889,285.28247569444443,290.8616738,291.7449738,0.2701177
0.16158272,Csa,Summer,288.9939806,0.2343689415763889,288.45821732638893,301.0918271,302.5090538,0.111394038
0.64791423,Csb,Spring,286.62914197916666,0.2649497486458333,286.1114922222222,287.1807229,287.8580033,0.259633602
0.20578775,Csb,Summer,286.35124472222225,0.2661325927708334,285.83929121527785,295.4035942,296.5194604,0.170435252
0.19503212,Csb,Summer,289.2773656944445,0.2484783402361111,288.75457170138884,301.5034667,302.6829225,0.121476248
0.1892059,Csb,Summer,288.86927621527775,0.21670978559027793,288.29410427083326,299.1392813,301.1583142,0.084711549
0.7422048,Csb,Summer,286.34998142361127,0.2699290685416668,285.85704024305556,291.68627,292.2996929,0.27373806
0.118699946,BSk,Summer,289.6471110416667,0.2402820673125001,288.80695534722224,301.6552333,303.4179383,0.09968888
0.12740862,BSk,Summer,285.9298378819443,0.274714235,285.4671027083334,296.4014792,297.9472946,0.119530698
0.21701267,Csb,Summer,286.0350897916667,0.2723900821006943,285.56083486111106,295.2682071,296.1830467,0.192663081
0.6285721,Csb,Spring,284.8474751388889,0.30219385302083324,284.0642766666667,284.8451233,285.5435879,0.315739273
0.13643536,Cfb,Spring,284.8400306944445,0.30491195215277783,284.0282861111111,284.8149333,285.5782279,0.31765642
0.72990626,Csb,Spring,284.9247904166666,0.30488436829861115,284.1174310069445,284.9017125,285.6630063,0.316045687
0.8288523,Csb,Spring,287.96062534722216,0.261879214,287.56809322916666,288.2803463,288.9275617,0.268235782
0.16906428,Csb,Summer,289.16459593749994,0.23645324,288.64851527777785,301.1173508,302.4774688,0.123904482
0.8039608,Csb,Summer,288.8042505,0.2358149043506945,287.9775272569445,295.1757,296.2438863,0.188945212
0.88143307,Csb,Summer,288.3332264583334,0.2475784725104166,287.75286781250003,294.85797,295.5066629,0.208736182
0.72091377,Csb,Spring,287.53577260416677,0.2290092970902777,286.91354850694444,288.7842921,289.964345,0.195324803
0.12010399,Csa,Summer,285.8604383333333,0.27571212061805567,285.40710611111115,295.0582383,295.8780608,0.201880756
0.25298488,BSk,Summer,288.4862643749999,0.223908259,287.38597059027785,294.0565883,295.8185108,0.174263524
0.25318924,Csa,Summer,288.80170670138887,0.24576227795138875,288.40153503472226,299.7777613,301.0698429,0.128736481
0.25032702,Csb,Summer,289.07905916666675,0.2378628928125001,288.6334206597222,300.1477346,301.5036508,0.126135467
0.5669703,Csb,Spring,288.8133588,0.24008066268749997,288.0084708333333,289.4154375,290.4036575,0.213691727
0.033903163,Csa,Spring,286.0752044097222,0.2705672632083332,285.5216810416665,286.4262383,287.1481421,0.270837331
0.493042,Csb,Summer,288.67035968750014,0.23929345659374993,287.8733282638889,295.0179725,295.9986467,0.194173848
0.5836556,Csb,Spring,288.2731118055555,0.24834927285416675,287.6875539930556,289.2545671,290.2044571,0.216055033
0.2903356,Csb,Spring,284.8290936,0.30811890027777783,284.02971395833316,284.7806821,285.5148008,0.322558677
0.4316885,Csa,Summer,284.87841114583324,0.3102212490625001,284.09012999999993,289.1269113,289.8153075,0.328623353
0.68620807,Csb,Summer,288.1902268055556,0.25011035641666657,287.5891857638889,294.6353442,295.3214317,0.211899486
0.6818399,Csa,Spring,288.1806211458335,0.2512824269374999,287.56335746527765,289.0314025,290.0152179,0.216967655
0.62000066,Csa,Summer,287.5440591,0.24147618879166666,286.91898652777775,293.9188933,294.8124692,0.209650271
0.3047218,Csb,Summer,286.59784545138893,0.24323964146527766,285.87016020833335,296.5063071,298.0942088,0.13890103
0.13928409,Csa,Summer,285.87469590277766,0.27074854468402765,285.36206826388894,295.1419179,296.1727608,0.193436071
0.23973013,Csa,Summer,288.1501414930555,0.2525958413194444,287.52286701388886,298.8362317,300.3793521,0.126404463
0.28736612,Csa,Summer,288.06008354166664,0.25470913852777777,287.4426288,298.7216617,300.2374879,0.129057035
0.5440661,Csb,Spring,287.7120581,0.25744482567013893,287.12730934027775,288.6166304,289.4747313,0.232398363
0.78979486,Cfb,Spring,287.20452979166674,0.24245158,286.53738517361126,288.1768804,289.2559013,0.21410956
0.17706934,Csa,Summer,285.11191670138885,0.2787544762847223,284.56618364583323,294.2172733,295.0712388,0.215464393
0.21864335,Csb,Summer,284.6659319097221,0.3152422217361111,283.88414215277766,292.0392358,293.0400088,0.298883334
0.7779829,Csb,Summer,288.9092716319444,0.2387636211805554,288.4778425694444,295.7558892,296.288595,0.200631006
0.11926373,BSk,Summer,287.9631108333333,0.2561063983333335,287.35358385416674,299.6017158,301.331005,0.123474787
0.02129397,Csa,Spring,287.58448975694444,0.26136066161111116,286.9804566,288.3947942,289.220155,0.237840456
0.15615623,Csa,Summer,287.1596056,0.24677165007986107,286.48640861111124,297.4045313,298.9880983,0.136379126
0.7989323,Cfb,Spring,286.5939070833334,0.24213925968402775,285.8695608680555,287.4604888,288.565165,0.220678103
